target,Present_Price,Kms_Driven,Fuel_Type,Transmission,Owner,car_age
8.59,9.97,193158,2,1,1,12
8.79,11.95,62595,2,1,0,14
10.23,24.75,44727,0,1,1,18
10.04,20.01,147380,2,0,0,12
4.46,6.66,186230,2,1,1,4
16.06,21.74,172802,0,1,0,20
13.33,24.68,114918,3,1,1,3
9.51,11.13,29531,0,1,0,1
13.57,22.78,81486,0,1,0,17
13.77,19.14,156277,0,1,0,4
1.88,4.35,68436,2,1,2,11
14.11,21.34,55051,0,0,1,14
4.26,10.03,137562,3,0,2,6
5.18,11.39,122277,0,1,2,10
5.09,6.4,126265,2,0,2,19
7.34,12.59,32971,2,1,0,17
9.64,15.57,106025,1,1,1,2
10.24,13.48,15927,0,0,0,18
4.7,10.84,146326,2,0,2,12
8.74,15.0,69726,1,0,0,16
5.28,11.8,42231,0,1,2,8
12.86,14.87,75171,2,1,0,10
3.62,6.34,140119,2,0,1,20
8.2,16.04,174698,3,1,0,7
3.38,5.77,140753,2,1,0,10
11.56,13.28,54923,2,1,2,3
13.45,19.84,63657,2,0,1,6
3.09,5.66,136403,1,0,0,17
8.15,20.17,21116,1,1,0,20
4.5,6.1,82385,1,0,2,12
15.84,21.67,186335,3,1,2,5
7.18,15.82,129449,2,0,1,2
8.41,11.95,15667,1,0,1,6
1.97,3.38,192013,0,0,2,20
5.21,7.32,125296,1,1,1,9
10.02,24.65,189397,0,0,2,13
6.96,12.27,34889,3,0,0,13
2.99,3.96,109062,2,1,2,17
4.05,5.96,96396,0,0,2,19
11.23,22.0,58295,1,0,0,6
4.87,7.11,79367,3,0,0,1
13.85,23.33,171086,1,1,0,4
17.71,23.73,134723,2,1,2,18
5.57,9.83,146223,1,1,1,16
2.88,3.87,14013,3,1,0,20
14.04,17.66,103825,3,0,1,11
17.72,21.13,134894,1,1,0,14
19.46,22.77,176823,1,1,0,10
8.05,18.89,159490,1,0,2,19
15.71,19.0,86191,3,1,1,17
3.71,4.42,147542,1,1,0,12
11.53,18.54,171030,3,0,1,12
6.08,14.74,173479,1,0,2,15
5.89,10.67,154966,0,1,1,18
1.93,4.62,28141,1,1,2,13
9.79,13.94,58163,0,1,2,7
11.62,24.72,85851,1,0,2,2
7.8,17.25,195964,2,1,2,9
9.86,13.53,37837,1,1,1,5
10.69,14.57,179273,3,1,1,3
3.34,6.78,46658,2,1,2,8
5.69,12.85,109092,0,1,2,14
11.95,17.87,192203,3,0,2,1
5.68,8.32,88359,1,0,2,2
8.37,13.57,44922,2,0,0,5
12.54,21.45,151025,3,1,0,3
2.61,5.75,120557,0,1,2,11
16.66,23.97,41457,2,1,2,18
5.81,12.71,174944,2,1,2,3
15.21,20.03,6143,0,1,2,9
8.82,15.35,133784,3,1,0,6
3.3,7.32,37372,0,1,2,2
4.85,11.61,168987,1,0,2,4
5.09,10.58,52489,2,1,2,1
2.82,3.34,49079,2,1,0,3
14.72,20.28,105897,1,0,1,12
9.56,13.33,197617,0,1,2,13
8.55,9.71,178891,2,0,0,12
11.87,14.94,134223,0,0,0,8
5.55,10.27,22192,2,1,2,12
9.63,14.15,82771,0,1,1,12
6.32,7.75,107665,0,1,0,5
8.52,13.4,142501,0,1,2,6
13.59,19.97,164929,0,0,2,7
12.75,22.06,13303,0,0,2,10
8.61,16.11,144463,1,1,1,19
7.15,9.17,163206,3,0,0,14
12.79,22.95,159741,3,1,0,5
5.41,6.03,151563,0,1,2,7
3.95,9.6,95045,3,1,1,20
19.19,22.46,41508,0,1,1,13
10.81,21.89,91667,3,1,2,1
14.05,15.67,77029,2,1,1,9
5.15,6.28,118804,1,1,2,12
7.43,14.52,134999,0,0,1,19
7.74,8.71,118086,3,0,0,18
7.72,13.49,84806,0,0,2,18
10.91,23.32,114544,3,0,0,19
5.7,12.73,105996,3,0,1,13
14.69,18.82,48721,3,0,0,7
5.68,8.67,36071,2,1,2,4
16.12,23.52,116121,2,1,0,1
9.98,16.15,24334,3,0,0,1
12.63,18.86,159710,2,1,2,10
12.88,23.85,61443,3,0,0,17
8.18,17.3,19990,1,0,1,11
14.82,21.9,42946,3,0,0,19
6.8,10.96,102277,1,1,2,5
7.31,9.44,11365,1,1,2,10
4.97,8.47,166228,3,0,1,11
10.04,17.92,33102,1,0,2,17
9.32,11.58,94058,1,1,1,16
13.95,18.08,26857,2,1,0,16
9.61,16.06,69536,0,1,2,17
5.74,12.57,131889,0,0,1,6
7.3,12.73,81550,3,1,0,20
3.66,9.03,18400,3,0,2,12
5.67,8.37,134595,1,0,0,4
9.65,16.08,136858,3,1,1,15
12.95,16.3,193436,2,0,1,20
7.0,14.8,194687,3,1,0,18
8.57,17.63,122022,0,1,0,3
7.58,11.26,31358,1,1,0,12
10.15,17.47,49317,1,1,2,3
13.29,22.39,181191,2,0,0,18
10.87,14.82,182402,2,0,2,13
9.23,13.25,138767,2,0,0,20
1.83,3.94,97691,3,0,0,19
2.95,5.51,68293,3,1,0,6
7.67,13.09,143696,3,0,1,14
16.56,23.56,115183,2,0,1,12
9.95,16.2,123887,1,0,2,17
11.8,18.14,182138,1,1,2,17
9.11,11.82,40251,2,1,1,9
6.24,13.88,125262,2,1,0,9
6.72,7.78,176776,2,0,1,16
14.55,22.49,51113,1,0,2,8
2.78,4.58,124820,0,1,1,17
4.34,9.5,64444,2,0,1,15
2.14,3.6,70602,2,1,0,5
6.07,15.13,65640,1,1,1,8
14.23,18.18,25645,1,1,2,13
8.06,13.62,20112,1,1,0,15
3.56,4.1,199727,3,0,0,12
9.15,14.3,78601,1,1,2,16
10.08,12.82,157931,3,0,2,17
11.58,14.57,196128,0,0,2,6
5.51,12.87,162356,1,0,0,1
7.27,9.14,112274,0,1,0,17
3.36,4.69,60380,2,1,1,7
14.83,21.24,49082,0,1,2,14
2.91,5.27,161416,1,1,0,7
14.22,21.46,60380,3,1,2,2
3.97,5.5,59311,2,0,1,19
5.35,7.15,184114,2,1,1,9
9.05,20.65,68459,0,1,0,17
9.47,18.16,19754,0,0,2,11
10.52,14.08,94586,3,0,1,10
7.7,16.28,45403,0,0,1,14
16.43,21.34,188648,3,0,1,18
18.54,22.9,32864,1,1,0,15
8.17,11.69,154801,0,1,2,3
3.82,8.54,66277,1,1,0,3
11.8,16.15,141659,3,0,1,5
10.61,14.84,40549,1,0,1,2
6.23,10.23,29365,3,1,0,14
8.36,13.35,117405,1,0,2,1
13.97,18.55,7937,0,1,2,13
8.57,19.17,75876,1,0,2,15
4.36,7.07,66522,3,1,2,13
5.14,9.38,49091,0,1,0,11
3.38,8.38,101431,0,0,1,12
3.68,5.6,197895,0,0,0,18
9.33,20.66,79712,0,1,0,1
3.15,3.86,86538,0,1,2,6
2.51,4.23,51945,3,1,1,1
4.92,10.03,75036,1,1,0,8
7.03,11.41,105035,1,0,0,5
10.14,14.82,29450,3,1,2,13
9.38,20.24,85096,0,0,1,13
7.64,14.27,54236,1,1,0,15
3.43,7.59,102236,2,0,2,12
11.42,14.17,99888,0,1,1,19
13.43,23.78,150354,2,1,1,1
7.57,15.71,96067,0,0,2,20
6.8,8.47,116914,2,0,0,20
9.77,16.22,128292,0,1,2,10
5.8,7.43,14865,0,1,2,4
20.72,23.89,60644,2,0,1,4
11.01,15.96,165246,3,1,1,6
15.36,22.19,118568,0,1,0,20
19.33,24.19,61332,2,0,1,20
13.09,21.24,114794,3,1,2,5
9.13,12.29,10243,2,0,2,4
3.78,7.5,187005,2,1,1,15
14.25,19.71,9361,2,0,1,10
3.1,4.0,191628,1,1,1,11
12.76,15.93,91804,0,1,1,3
20.38,24.57,183910,0,0,2,19
12.89,19.62,83867,2,0,2,15
16.34,19.69,111746,2,0,2,13
6.44,7.86,193767,3,0,2,9
4.99,11.3,92415,1,0,2,2
18.7,21.91,43647,2,0,1,4
12.75,22.61,106526,3,0,0,19
4.9,9.69,78730,0,0,2,12
3.54,8.12,145828,1,0,1,13
4.06,4.95,192187,2,1,1,7
5.78,9.16,98671,1,1,1,11
15.89,23.75,121522,2,0,1,13
8.96,16.49,184342,0,1,2,9
16.79,21.67,121949,3,0,1,9
6.62,12.24,129602,1,0,1,6
7.54,10.8,85773,1,1,0,6
14.23,19.6,59446,3,1,2,10
11.97,15.56,77813,0,0,2,19
4.8,6.3,81154,1,0,1,4
9.01,10.52,52262,2,1,2,13
11.64,21.96,14651,3,1,2,20
18.73,20.93,158331,2,1,2,13
10.78,14.04,160076,3,1,2,1
11.15,14.05,122393,2,1,1,10
11.5,13.35,116424,2,1,1,11
11.48,19.13,112900,1,0,2,6
9.88,11.11,94939,0,1,1,16
9.51,18.43,186313,1,0,1,15
7.36,9.94,131138,2,1,0,20
2.14,4.21,22624,2,1,1,12
4.95,9.77,68867,3,0,2,5
6.57,10.47,73458,1,1,1,4
3.58,8.77,32030,1,1,1,1
11.11,14.82,183771,2,0,1,18
4.51,5.1,28638,3,1,0,11
7.64,14.31,56274,0,0,0,9
13.73,23.58,146024,3,0,1,1
16.69,20.75,20174,0,1,2,1
8.42,10.27,141007,2,0,2,8
6.73,7.73,58879,1,1,2,15
16.82,19.11,56400,0,1,1,19
10.27,18.48,50363,3,0,2,16
20.11,24.52,18637,1,0,0,13
10.2,22.9,82382,0,1,0,5
2.8,4.84,173064,3,0,0,13
3.94,7.18,85559,2,1,0,19
15.09,25.0,199091,0,0,1,1
11.9,19.31,190577,0,1,2,7
7.6,16.15,30763,0,1,0,15
8.46,9.75,26504,3,1,2,7
18.33,24.61,104755,3,1,0,8
2.75,5.95,199000,1,1,0,12
9.78,16.92,135867,1,0,0,18
7.84,14.64,170524,3,1,1,20
6.45,8.07,178552,2,1,2,2
1.95,4.08,57753,3,0,2,6
7.69,16.55,197680,2,1,2,10
2.44,4.94,92733,0,1,2,9
4.97,11.79,104641,3,1,1,4
10.06,12.21,99008,0,0,2,20
18.41,24.25,15920,0,0,1,1
12.14,24.18,73048,2,0,1,8
5.07,7.85,151502,2,0,1,16
7.31,16.72,67299,3,1,0,1
3.15,3.51,28116,2,0,1,2
7.75,9.1,122235,3,1,0,2
4.34,5.67,194013,0,1,2,10
6.51,9.38,24246,0,1,1,2
6.65,9.77,38592,0,0,1,13
9.66,17.07,152953,1,0,0,14
6.73,8.63,138833,2,0,2,3
9.37,16.05,48725,1,1,2,16
15.14,22.82,34041,1,1,0,3
13.01,22.76,139804,0,0,1,7
12.29,14.05,165120,0,0,1,5
9.97,15.64,155691,3,0,2,12
2.69,4.79,130193,0,0,1,14
8.24,18.59,77465,0,1,1,3
8.29,10.11,36536,2,0,1,6
5.14,8.9,111498,3,0,1,13
10.93,16.45,120500,1,1,2,17
8.67,10.72,137203,3,1,0,14
13.54,19.69,90794,1,1,0,18
7.31,9.18,146937,0,0,1,4
10.83,15.17,153825,2,1,2,7
9.84,24.36,76983,1,1,0,4
17.14,22.15,119985,2,0,0,10
6.19,10.18,76451,0,1,1,9
10.62,16.53,119666,2,0,0,19
10.06,16.84,59056,3,1,2,19
12.73,21.06,96494,0,1,0,4
20.52,24.34,194439,1,0,1,9
10.44,22.24,148922,2,0,1,10
14.21,23.73,102197,0,0,0,14
12.52,15.35,10865,3,1,1,6
5.36,11.24,22962,0,0,2,5
4.71,10.46,181209,1,0,2,15
8.38,13.47,120336,2,1,1,2
8.36,10.96,84427,1,1,1,20
6.02,13.36,134139,1,1,2,3
12.8,19.89,19095,0,0,0,12
7.43,16.06,127321,3,1,1,9
10.32,13.17,64956,0,1,2,12
8.53,18.27,131813,0,0,1,12
2.83,5.28,94812,0,0,2,12
14.11,22.26,103066,0,1,0,10
6.36,11.07,102748,0,0,1,3
17.02,23.42,30616,3,0,2,9
9.72,20.09,112621,0,1,1,17
7.94,13.23,70961,2,0,2,20
13.48,17.73,133225,0,0,2,5
10.27,15.58,15941,2,0,2,10
1.58,3.82,125974,2,1,0,8
4.43,10.65,182682,3,1,1,6
8.34,15.6,174398,2,1,2,6
5.93,9.9,30655,3,1,2,10
12.21,19.95,158453,1,1,1,3
20.99,25.0,101472,2,0,0,5
3.89,5.82,144979,3,1,1,6
7.9,19.57,165456,1,0,1,17
12.28,13.83,86200,2,1,1,15
12.77,18.67,195625,3,1,0,5
12.97,17.61,124610,0,0,2,20
7.61,11.58,11603,1,1,2,16
15.69,20.82,74315,1,0,2,5
3.64,4.95,38097,1,0,2,17
8.1,10.09,46698,3,1,1,15
19.57,22.03,108367,2,0,1,1
10.81,18.4,52412,0,1,0,9
3.43,5.15,185232,3,0,1,4
10.6,14.25,9794,3,1,2,14
4.77,7.76,194340,3,0,0,2
5.51,11.4,40279,0,1,0,12
7.54,8.87,20640,1,1,2,10
11.47,23.05,7993,2,0,1,14
1.63,4.02,155211,2,1,2,5
9.47,20.06,103885,0,0,1,13
13.04,18.16,22217,3,1,0,5
8.96,15.0,140304,0,0,2,11
1.91,3.98,180973,0,0,2,13
9.22,13.28,33623,2,0,2,7
9.73,16.4,10356,3,1,0,13
5.29,5.88,178540,2,1,2,11
13.06,19.22,102979,1,1,2,18
8.34,13.22,7824,3,1,0,8
6.48,8.48,109326,1,1,0,1
4.21,5.49,154785,2,0,2,15
3.15,6.11,163199,1,1,2,20
10.3,17.05,6117,1,1,1,1
6.15,10.44,71511,0,1,0,11
4.61,9.69,28180,1,1,2,18
7.67,11.09,171405,3,0,2,10
2.29,5.2,134222,3,1,1,6
11.86,14.01,19937,3,0,2,7
2.74,3.11,29437,1,1,0,8
5.25,11.47,72860,2,0,1,6
12.99,21.87,7461,0,0,2,7
16.83,21.54,172523,3,1,0,13
12.2,15.76,115152,0,0,1,12
13.53,20.15,84218,3,0,2,17
9.62,21.56,146925,2,0,1,14
9.51,13.64,124279,0,0,1,15
3.41,5.31,18428,2,0,1,17
5.4,9.38,199820,2,0,0,9
5.82,11.52,156156,0,1,0,15
1.71,3.23,138030,0,1,1,2
13.22,18.92,196080,3,1,1,8
10.57,13.48,168786,2,0,2,3
6.68,13.3,176508,2,0,0,9
11.18,13.31,53165,3,1,1,5
11.5,24.74,37296,2,1,2,13
10.25,11.95,176221,1,1,0,19
2.1,4.14,42512,1,0,1,13
17.17,20.32,190694,0,1,1,20
5.23,10.56,39213,2,1,2,1
2.85,4.99,137605,3,0,1,11
8.34,14.68,150669,2,1,0,12
18.77,24.16,170609,3,1,1,17
16.08,24.19,42531,0,0,1,9
13.79,24.35,100725,2,0,2,11
1.52,3.6,52297,1,1,0,8
19.73,23.18,13960,0,0,0,18
9.35,20.07,178495,2,0,0,2
6.86,8.54,46289,0,1,2,18
9.25,13.43,179727,0,0,0,17
4.88,7.28,52907,3,1,0,13
2.31,4.73,15833,0,1,0,10
4.78,6.24,46736,3,0,1,20
14.28,23.84,22517,2,1,0,9
9.99,11.93,39500,3,0,0,12
11.21,17.98,154724,1,1,2,8
3.61,4.22,145130,0,1,0,8
21.28,24.29,138087,1,0,2,2
10.3,12.38,28048,2,1,0,20
10.54,13.68,75226,0,0,0,8
5.0,11.03,194364,2,1,0,17
4.0,5.84,24297,3,0,0,1
7.07,7.99,44162,3,1,1,13
7.31,10.49,47342,0,0,0,2
9.97,12.45,60315,3,1,0,18
5.71,10.35,125452,0,0,2,6
12.84,21.19,157783,1,1,2,6
4.02,8.23,23373,2,1,2,3
11.89,18.58,125871,0,0,0,7
18.6,21.92,168220,2,0,1,10
4.22,5.43,111456,1,1,2,5
2.16,4.03,64347,3,1,1,2
13.9,15.79,114775,3,1,2,5
7.84,12.22,97887,2,0,0,18
9.31,11.4,186894,0,1,0,8
6.23,12.08,162180,3,1,0,13
2.84,6.26,68367,2,1,1,10
14.88,23.05,72796,2,1,2,11
12.44,14.48,37997,1,0,1,18
4.42,6.6,155787,0,0,2,11
18.12,20.33,26605,3,1,1,5
14.77,19.32,126889,2,1,0,15
2.51,6.15,152526,3,0,1,14
2.5,4.49,174062,2,1,2,7
8.69,10.0,177663,1,1,1,10
10.55,13.84,42646,2,0,1,1
4.39,7.94,56498,2,0,1,2
13.39,19.27,181126,0,0,2,14
5.43,10.36,56938,3,1,0,13
4.25,8.11,94230,3,1,1,5
2.49,5.23,51848,0,0,0,11
3.33,6.46,68367,0,0,0,6
4.77,8.47,39621,2,0,1,16
6.3,14.76,135719,0,0,0,10
16.74,22.7,185113,2,1,0,16
13.43,16.65,102343,1,1,2,2
10.38,23.71,140495,1,1,1,19
13.44,19.04,86280,3,1,1,13
12.67,21.88,87328,2,1,0,5
15.05,16.9,39461,1,0,0,4
4.38,5.95,24512,0,1,1,7
2.01,3.2,5203,0,0,0,16
7.24,9.92,152423,0,0,1,19
4.94,9.73,184788,3,1,0,18
3.7,4.73,79587,3,1,2,19
9.06,13.68,139596,3,1,1,16
15.16,17.44,106154,3,0,2,8
12.7,19.14,28224,2,0,2,3
9.95,17.54,105089,1,0,0,19
3.28,3.75,130610,1,1,2,4
6.38,12.84,170746,0,0,0,11
10.94,14.35,195618,1,0,2,6
18.68,23.95,141427,0,0,1,6
9.92,16.37,58587,0,0,1,11
2.23,3.78,118975,2,0,0,2
8.83,10.43,133823,2,0,1,3
8.55,10.72,164283,1,1,0,19
2.96,4.07,169054,1,1,0,4
8.99,14.64,95728,1,0,1,9
1.53,3.41,57445,2,1,1,13
7.15,11.17,148525,3,1,1,17
5.31,6.05,103290,0,1,2,19
17.32,24.93,82538,3,0,1,19
5.25,8.21,138693,2,0,0,6
3.91,7.45,78950,3,1,2,20
4.5,9.4,87017,1,0,2,18
3.65,5.34,153934,0,0,1,12
10.65,14.26,135162,3,1,0,16
4.59,6.41,90801,3,1,0,10
2.45,5.85,80227,2,1,0,19
3.12,4.73,101721,0,1,2,9
6.26,10.41,113217,3,1,2,20
7.51,13.73,150050,2,0,0,16
3.07,4.82,41840,0,0,1,7
2.66,3.33,46961,1,0,0,16
4.33,8.37,125976,0,1,0,18
18.36,21.43,33803,1,0,2,18
16.57,20.87,74093,1,1,1,2
3.06,3.54,124065,3,1,2,18
19.0,21.63,104186,1,0,1,10
8.25,15.15,60422,1,1,1,3
4.84,7.36,23287,3,1,1,18
8.77,18.34,65674,2,0,1,18
2.34,3.85,99675,0,0,1,6
5.99,9.51,136944,3,1,0,17
16.26,20.81,97717,0,0,0,12
11.61,13.07,178380,0,0,2,16
2.98,3.6,61307,0,0,0,12
16.72,23.74,69731,2,1,0,1
9.73,24.2,23561,3,1,1,8
8.05,10.71,22135,3,0,1,6
2.17,4.93,14491,2,0,1,13
3.98,6.65,64207,0,1,1,17
5.63,9.39,141591,0,0,2,6
5.84,14.37,127499,2,1,0,12
15.96,20.55,6029,2,0,1,6
11.45,22.96,161111,3,1,0,2
9.57,12.73,155401,3,0,2,18
3.6,6.74,29333,3,0,2,20
6.63,12.85,64624,0,0,1,7
5.14,8.03,33546,1,0,0,15
12.38,22.28,19523,1,0,1,20
8.58,18.83,193123,2,1,0,14
6.48,7.76,153878,1,0,2,6
18.67,23.44,56400,0,0,2,16
17.81,21.38,45221,2,0,2,13
13.31,24.8,68288,3,0,1,18
7.26,12.47,100758,2,0,1,19
2.65,5.76,192983,0,0,2,1
13.23,15.26,54277,0,0,1,2
15.71,21.03,145277,3,0,2,14
9.0,10.93,6285,1,1,1,10
11.33,18.93,108578,1,0,0,17
9.12,21.34,174986,1,1,0,1
12.96,17.67,34120,3,0,0,19
2.87,4.55,158464,0,1,0,7
9.24,21.82,5316,1,0,2,18
9.07,21.31,168707,2,1,0,8
3.38,4.62,74126,3,0,2,14
13.93,16.82,113184,0,1,2,13
4.54,5.78,23827,1,1,1,16
14.9,19.51,142958,0,0,1,14
15.12,17.04,169463,3,1,1,18
14.15,19.82,185952,1,1,1,12
13.18,16.0,113482,0,1,0,1
8.76,20.19,179699,1,0,0,13
5.04,6.28,171478,3,0,2,3
9.23,13.14,73167,0,1,1,13
17.92,22.95,113651,0,1,2,15
13.33,19.87,196272,3,1,1,7
4.16,7.86,116695,3,0,1,13
16.15,21.5,88168,3,1,1,18
5.77,13.54,164842,3,1,2,4
15.22,24.0,66703,2,0,1,12
4.36,7.76,54875,3,1,2,20
7.35,10.58,167327,2,0,2,10
14.43,16.24,99110,0,1,2,14
4.6,8.61,123342,3,0,2,16
10.04,24.73,124550,2,0,1,14
9.93,21.98,32282,0,1,0,6
8.65,20.52,147354,1,1,2,20
11.43,16.82,172115,2,1,0,15
17.09,22.54,184031,1,1,2,19
7.17,8.05,116872,0,1,0,6
4.21,5.94,21791,0,0,1,5
6.05,12.61,192818,2,0,1,18
4.94,6.45,196723,0,1,0,18
14.75,22.47,13483,0,1,0,9
16.61,22.3,59523,1,1,1,7
2.45,5.84,89472,1,1,2,16
9.68,18.02,172705,0,1,1,12
2.54,6.11,151867,3,0,0,2
8.67,12.28,116744,2,1,0,17
12.84,21.88,71647,3,0,0,14
7.33,11.6,157118,0,0,2,7
3.79,5.2,196068,2,1,2,20
13.99,21.26,49553,1,1,0,7
2.28,3.13,9760,2,1,0,9
12.11,21.4,190689,1,1,2,10
15.36,23.58,90033,1,0,2,3
6.29,8.17,76044,2,1,1,11
12.66,16.11,17248,3,1,1,14
11.56,14.14,119138,2,0,0,10
2.59,4.81,121691,3,1,1,13
17.46,20.65,144892,3,1,2,9
3.64,4.48,86133,1,0,2,7
17.61,24.11,82336,1,0,2,10
8.63,15.4,121117,3,1,1,9
8.4,20.54,63589,0,0,0,2
17.42,22.23,90233,3,1,2,6
21.69,24.54,98492,2,1,1,2
3.5,6.99,58767,2,1,2,15
6.66,8.99,118409,1,1,2,14
7.07,9.18,32742,2,0,0,5
15.68,18.31,17750,1,0,0,10
9.73,11.04,173482,2,0,0,4
6.92,13.28,187629,3,0,0,2
11.0,15.92,166343,0,0,1,5
11.92,22.13,86187,2,1,2,12
4.7,5.98,172837,0,0,1,7
18.51,24.86,33606,0,0,2,9
5.0,7.6,165228,3,0,1,4
14.26,21.81,123080,2,0,2,4
3.04,4.58,130029,0,0,2,3
3.09,4.25,121092,2,0,0,14
7.18,9.96,11695,2,0,2,14
4.75,6.27,56739,0,1,0,15
8.42,11.99,159106,0,1,0,14
17.15,19.83,41239,0,1,1,18
7.48,9.9,180891,0,1,1,13
8.54,18.18,54381,1,0,1,1
5.32,9.42,165530,1,0,1,18
15.67,18.29,15984,3,0,0,9
5.2,8.53,56003,0,0,1,5
2.47,5.45,46973,1,1,1,8
8.94,21.54,90177,3,1,0,20
13.05,17.28,177022,0,0,1,3
8.0,15.26,97458,0,0,1,7
7.3,15.77,18383,1,0,0,10
9.82,13.97,146278,1,1,1,5
15.05,21.87,55249,3,0,0,7
11.12,14.43,187001,2,1,1,20
1.66,3.38,184739,2,0,2,2
9.29,11.81,125038,2,1,2,20
10.91,24.04,182790,3,1,1,18
10.18,16.46,124824,1,0,0,11
11.24,15.13,55760,3,0,2,18
5.14,6.23,5640,3,1,0,1
19.35,23.23,16042,1,1,2,15
6.27,12.78,78329,0,0,1,6
11.74,14.78,121629,1,0,0,3
4.28,6.49,178076,3,0,2,16
2.21,4.17,81319,0,1,2,3
11.35,13.8,8444,3,0,1,12
15.7,18.29,72389,1,0,0,16
7.93,15.1,187157,0,0,0,6
5.75,9.0,88382,3,1,0,1
8.97,14.31,164033,0,0,2,1
13.45,20.5,40738,2,0,1,19
7.21,12.63,5343,3,1,1,17
12.78,19.03,109284,1,0,1,8
20.47,24.99,156316,1,1,0,11
9.21,19.74,73815,1,0,0,15
14.06,20.42,27214,0,0,0,8
8.79,13.37,186440,2,0,0,17
6.12,13.55,175095,2,1,1,19
5.48,7.95,148647,2,1,2,13
5.15,12.07,180555,3,1,0,11
2.67,4.12,32822,3,1,1,5
3.41,6.27,179358,1,1,0,19
1.58,3.26,181837,0,0,2,18
13.06,17.84,176429,1,0,2,6
15.87,19.46,71690,0,0,2,6
14.54,19.8,72610,3,1,1,1
2.78,5.49,193428,3,1,0,11
10.26,13.09,165591,2,0,1,13
4.7,5.53,182224,0,0,0,3
4.08,9.63,177307,0,1,1,6
10.48,15.94,14138,0,1,1,12
9.4,17.82,121446,3,1,0,19
6.27,11.23,68828,3,1,0,12
13.5,23.04,140811,0,0,2,19
8.52,15.19,195551,1,1,1,1
8.85,12.07,136092,2,0,2,2
2.68,3.18,15455,2,1,1,3
17.76,24.29,134850,3,0,1,1
13.95,21.18,155587,3,1,1,3
17.17,24.38,71947,0,0,1,5
4.97,9.48,158059,3,0,2,20
10.88,24.71,52248,3,1,1,5
8.46,14.78,76152,1,0,1,10
16.83,23.23,140913,2,0,1,1
8.63,10.25,72628,3,0,0,12
17.66,23.2,40702,1,1,2,17
11.87,24.18,119023,0,1,1,10
15.93,22.71,140248,1,0,1,8
12.37,16.29,115607,2,1,1,5
7.11,15.2,110398,1,0,0,7
6.84,10.38,71145,1,0,0,7
13.31,18.54,122836,1,1,0,16
19.4,24.12,51205,3,1,1,6
7.94,13.04,97312,3,1,0,11
12.35,18.37,133854,2,0,1,3
5.75,10.02,83330,0,0,0,18
10.23,12.53,190768,3,1,1,9
4.0,4.67,49919,2,1,1,16
7.75,9.0,159489,0,1,2,1
20.86,24.78,122704,1,1,0,3
17.33,21.47,48925,2,1,0,13
19.34,23.2,59522,2,1,1,15
9.2,14.99,40699,0,0,0,5
11.74,13.18,104278,1,0,1,4
4.94,7.98,75421,3,1,2,3
4.27,8.01,63160,0,1,1,3
3.17,6.82,175491,2,1,1,7
4.45,7.69,144130,2,1,0,10
5.77,7.85,171731,1,0,0,6
7.83,18.6,71734,0,0,1,11
11.5,14.47,195433,2,1,1,7
4.68,5.29,129957,3,0,2,17
7.43,11.79,174062,2,0,2,11
6.27,9.53,78016,2,1,0,20
15.38,18.66,168472,0,0,2,15
9.62,23.2,119741,1,0,1,6
17.64,21.49,182599,2,1,1,2
2.46,3.53,150531,3,1,2,7
5.48,7.96,69209,3,0,0,19
3.23,6.16,63679,3,1,0,8
10.39,17.82,35662,1,0,0,3
5.52,11.88,10551,2,0,0,10
16.45,23.37,100896,0,0,1,10
7.4,10.49,94983,0,0,1,5
8.47,18.14,106377,2,0,2,13
18.89,22.26,80032,1,1,2,9
4.99,5.88,178750,3,1,0,10
14.48,17.3,30239,1,0,1,8
5.32,9.5,82555,1,1,1,5
12.52,19.83,73701,1,1,0,8
8.77,18.03,68431,1,0,0,9
8.18,15.82,119427,0,1,2,15
12.26,21.1,15167,0,0,2,18
2.35,4.34,12054,0,1,2,2
12.62,22.89,90175,3,1,0,13
17.15,19.3,196328,0,1,0,11
11.54,16.22,184730,2,0,0,14
11.22,13.86,81114,3,1,0,15
3.69,4.9,187401,3,1,0,1
10.9,16.03,85036,3,0,2,11
4.62,9.64,99493,3,1,0,7
6.38,7.23,107905,3,1,0,14
13.41,22.38,169111,0,0,0,7
16.31,21.88,62056,3,0,1,20
4.59,10.06,12909,1,1,1,19
6.63,16.03,117684,3,0,1,12
2.77,4.28,192579,1,0,0,9
3.63,4.66,103913,3,1,0,13
18.42,24.11,137075,3,0,0,5
13.92,19.71,155295,3,0,1,14
2.32,3.3,160663,2,1,2,20
12.58,24.71,69964,3,0,0,16
11.46,14.5,7333,2,0,2,10
8.04,15.31,56878,0,1,1,19
12.34,22.57,133691,1,1,1,10
13.29,16.2,6364,1,0,2,10
15.79,18.09,149286,0,1,0,16
17.48,19.92,156023,1,1,0,1
11.88,13.9,152008,2,0,2,7
4.13,6.2,68051,0,0,1,14
6.68,11.01,86579,2,0,0,6
3.76,8.08,28156,1,0,1,8
14.03,22.59,155755,3,0,1,9
4.35,9.64,139446,0,0,1,4
8.32,14.97,190265,2,1,1,15
6.3,11.39,31732,1,1,0,3
12.67,16.37,109770,0,0,2,4
9.69,11.34,96916,2,0,2,12
15.18,23.35,65679,0,1,1,12
9.13,16.9,87512,0,0,0,12
6.67,8.08,6820,2,1,1,20
14.14,24.04,142012,2,1,2,16
15.31,17.34,195520,1,1,2,17
