Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
i20,2022,14.54,17.04,129711,CNG,Dealer,Manual,1
Ertiga,2008,7.07,13.36,199227,Diesel,Individual,Manual,0
i20,2016,4.83,7.91,85500,CNG,Individual,Automatic,1
WagonR,2008,9.24,13.35,171303,Petrol,Individual,Manual,2
Fortuner,2008,14.68,22.08,105052,Petrol,Dealer,Manual,0
Innova,2015,10.16,12.0,154265,Diesel,Individual,Manual,0
Swift,2020,5.75,10.32,51353,Petrol,Individual,Automatic,0
Baleno,2010,10.11,15.68,46532,Diesel,Individual,Automatic,1
Ertiga,2018,9.75,24.24,105484,Diesel,Individual,Manual,1
City,2021,2.89,7.19,182405,Diesel,Individual,Automatic,0
Baleno,2008,6.33,11.44,159316,Petrol,Individual,Automatic,1
Creta,2021,9.94,16.12,93561,CNG,Individual,Automatic,0
City,2010,9.77,23.86,110746,Diesel,Dealer,Manual,2
Swift,2021,5.08,6.72,101099,Electric,Individual,Manual,2
Swift,2006,14.37,17.56,176328,Petrol,Individual,Automatic,1
City,2008,11.29,15.04,129360,Petrol,Individual,Automatic,2
Creta,2008,12.5,17.57,75772,Electric,Dealer,Manual,1
City,2008,10.12,20.26,135479,CNG,Dealer,Automatic,2
City,2018,6.4,9.5,15329,Electric,Individual,Manual,0
Innova,2005,14.54,17.78,33948,Diesel,Dealer,Manual,2
Verna,2008,11.81,22.91,173909,CNG,Individual,Manual,0
i20,2010,12.9,22.23,81170,Electric,Dealer,Manual,0
i20,2005,15.73,21.74,178894,CNG,Individual,Automatic,2
Fortuner,2007,5.5,11.2,94842,Electric,Individual,Automatic,1
Creta,2020,17.37,20.6,175091,Petrol,Dealer,Manual,0
WagonR,2008,7.79,12.15,159861,Electric,Dealer,Automatic,1
Creta,2024,3.05,3.63,184428,Electric,Individual,Manual,1
Swift,2019,2.92,4.01,73580,Diesel,Individual,Manual,1
Fortuner,2012,10.04,13.6,178987,Diesel,Dealer,Manual,2
Creta,2010,11.66,14.12,128021,Petrol,Individual,Automatic,0
Ertiga,2015,15.91,24.34,18199,Electric,Individual,Manual,0
Innova,2019,7.97,12.77,155217,Electric,Individual,Manual,1
Ertiga,2005,2.2,5.26,113092,Petrol,Dealer,Automatic,2
i20,2022,4.74,7.55,181022,CNG,Dealer,Manual,1
i20,2015,10.72,15.32,167465,Electric,Dealer,Manual,2
Verna,2012,2.49,3.05,98097,CNG,Dealer,Manual,0
Fortuner,2020,4.7,6.09,192919,Petrol,Individual,Manual,0
City,2008,11.91,23.46,107995,CNG,Dealer,Automatic,0
WagonR,2023,3.59,5.71,123097,Diesel,Individual,Manual,2
Innova,2006,12.43,15.17,118458,Diesel,Dealer,Manual,0
Ertiga,2017,14.7,17.47,163901,Electric,Individual,Manual,1
Creta,2017,15.16,24.2,82115,Diesel,Individual,Automatic,2
Ertiga,2022,16.86,21.94,191613,Diesel,Dealer,Manual,2
Creta,2014,8.45,18.11,181258,CNG,Dealer,Automatic,2
Ertiga,2020,11.95,15.82,179891,CNG,Individual,Manual,2
Swift,2008,1.52,3.56,43096,Diesel,Individual,Manual,1
Verna,2013,4.64,6.22,21261,Diesel,Dealer,Automatic,1
City,2008,12.74,16.55,182085,Electric,Dealer,Automatic,2
i20,2006,14.22,23.38,106595,Petrol,Dealer,Automatic,0
i20,2024,18.02,22.11,121146,Diesel,Dealer,Automatic,1
Creta,2010,12.16,24.64,24521,Petrol,Individual,Manual,1
Verna,2013,7.33,15.25,39096,Petrol,Individual,Automatic,2
WagonR,2009,2.71,3.88,89575,CNG,Individual,Automatic,0
Ertiga,2015,9.61,14.56,53200,Diesel,Individual,Automatic,0
i20,2016,5.76,7.87,60929,CNG,Individual,Manual,2
Swift,2021,10.92,13.45,152150,Petrol,Individual,Automatic,0
i20,2024,20.41,23.21,68917,Electric,Dealer,Automatic,1
i20,2022,16.2,18.93,11476,Electric,Individual,Manual,1
Creta,2011,8.78,10.05,26586,Petrol,Dealer,Manual,2
City,2011,18.02,22.03,116203,Electric,Dealer,Manual,0
Swift,2019,8.33,18.77,14931,Diesel,Individual,Manual,2
Fortuner,2012,13.69,23.04,111858,Electric,Individual,Manual,1
Baleno,2008,11.23,14.77,173145,Petrol,Dealer,Automatic,2
Baleno,2008,5.17,9.38,184798,CNG,Individual,Automatic,1
Fortuner,2005,6.85,13.43,144845,CNG,Dealer,Automatic,2
Ertiga,2016,16.28,24.06,7922,Diesel,Dealer,Manual,0
Baleno,2023,10.87,16.13,145811,CNG,Dealer,Automatic,0
Creta,2018,10.8,22.92,139362,Diesel,Individual,Manual,0
Ertiga,2010,14.67,17.76,153712,Electric,Dealer,Automatic,2
Innova,2007,6.5,8.52,56751,CNG,Individual,Manual,2
City,2012,2.26,5.2,167402,CNG,Individual,Automatic,1
WagonR,2024,12.12,17.51,186785,CNG,Individual,Automatic,0
Fortuner,2005,7.48,9.89,63071,CNG,Individual,Manual,2
Verna,2015,13.89,22.31,126332,Electric,Dealer,Manual,2
Creta,2024,3.98,4.8,78561,Diesel,Individual,Manual,2
WagonR,2007,16.2,22.63,137953,Electric,Dealer,Manual,2
Creta,2013,9.52,14.96,146473,CNG,Individual,Manual,2
Fortuner,2014,3.9,5.95,136366,CNG,Dealer,Manual,2
Creta,2010,12.25,19.66,41797,Diesel,Individual,Automatic,0
i20,2012,8.52,19.75,65751,Diesel,Dealer,Manual,2
Swift,2016,9.7,11.54,124182,CNG,Dealer,Automatic,2
Fortuner,2013,7.66,15.73,154464,CNG,Dealer,Automatic,1
i20,2012,11.61,14.36,97510,Electric,Individual,Manual,2
Verna,2009,5.56,12.68,65290,Diesel,Dealer,Manual,0
Fortuner,2016,11.86,16.24,36019,CNG,Dealer,Automatic,2
Fortuner,2020,6.51,13.54,159872,Petrol,Dealer,Manual,0
Swift,2023,11.46,16.03,40317,Diesel,Dealer,Manual,1
WagonR,2010,10.05,14.37,111287,Petrol,Individual,Manual,0
Creta,2019,13.62,16.34,128578,Diesel,Individual,Manual,2
i20,2010,8.89,16.71,138904,Electric,Dealer,Manual,1
Ertiga,2017,2.96,5.91,9341,Electric,Dealer,Manual,0
Ertiga,2020,9.58,22.84,162237,Petrol,Dealer,Automatic,2
Fortuner,2009,18.59,22.84,146370,Electric,Individual,Manual,2
Fortuner,2021,9.89,12.44,131385,CNG,Dealer,Automatic,0
Baleno,2013,11.54,13.5,65951,CNG,Individual,Automatic,0
Baleno,2005,12.82,18.6,6864,Petrol,Individual,Manual,2
WagonR,2015,5.72,11.99,32940,CNG,Individual,Automatic,2
City,2016,9.86,16.46,183416,Electric,Individual,Manual,1
WagonR,2022,13.6,15.21,71526,CNG,Individual,Manual,2
Creta,2008,15.4,19.45,122072,Petrol,Dealer,Automatic,1
Creta,2022,12.44,16.51,184454,Electric,Dealer,Manual,0
Verna,2020,10.38,23.37,119131,Diesel,Individual,Manual,2
Ertiga,2006,13.39,18.94,110026,CNG,Dealer,Manual,2
Ertiga,2020,10.45,12.66,57876,CNG,Dealer,Manual,2
Swift,2021,10.15,14.35,65731,CNG,Dealer,Manual,0
Fortuner,2007,14.37,24.93,109709,Electric,Dealer,Manual,2
Ertiga,2007,12.59,23.22,149072,CNG,Individual,Automatic,0
WagonR,2024,20.92,24.19,124212,Petrol,Individual,Manual,1
i20,2021,3.48,5.34,23975,Petrol,Individual,Automatic,2
City,2019,15.56,24.25,152631,CNG,Individual,Automatic,2
City,2005,5.9,13.6,72585,Diesel,Individual,Automatic,1
City,2021,12.06,14.78,188715,CNG,Dealer,Automatic,2
i20,2015,2.98,4.67,51788,Diesel,Individual,Manual,2
City,2011,7.23,13.98,57341,CNG,Dealer,Manual,0
Baleno,2012,10.23,21.4,98330,Petrol,Dealer,Automatic,2
Innova,2005,17.41,19.81,146944,CNG,Individual,Automatic,2
City,2013,7.45,13.8,138990,Diesel,Dealer,Automatic,1
Creta,2022,2.22,3.72,96039,Electric,Dealer,Automatic,1
Baleno,2005,1.92,3.26,60247,CNG,Individual,Automatic,0
WagonR,2022,5.58,8.78,75623,CNG,Individual,Manual,1
i20,2018,5.92,7.63,188687,Electric,Individual,Automatic,0
Baleno,2023,4.38,5.89,155966,CNG,Dealer,Automatic,1
Swift,2011,2.95,6.21,198604,Diesel,Individual,Automatic,0
Verna,2021,11.69,14.75,87766,CNG,Dealer,Automatic,0
Baleno,2010,2.76,4.32,71660,Electric,Individual,Automatic,1
Fortuner,2016,8.77,15.33,72558,Petrol,Individual,Manual,2
Verna,2023,8.43,17.3,146148,CNG,Individual,Automatic,2
Innova,2019,15.95,22.57,104895,Diesel,Dealer,Automatic,1
i20,2024,6.85,15.58,23702,Diesel,Individual,Automatic,2
Verna,2014,13.46,18.63,163698,Electric,Individual,Automatic,1
City,2010,3.26,7.05,11055,CNG,Dealer,Manual,0
Innova,2017,4.58,5.27,21722,Petrol,Dealer,Automatic,2
Fortuner,2007,2.53,5.29,167031,CNG,Dealer,Manual,2
Creta,2014,5.94,12.75,38138,Petrol,Dealer,Automatic,1
Ertiga,2020,11.52,13.28,146710,Electric,Dealer,Manual,2
Fortuner,2024,10.94,13.04,171684,CNG,Individual,Automatic,2
Fortuner,2012,11.47,20.7,120831,CNG,Dealer,Automatic,0
Innova,2005,8.3,14.51,40730,Petrol,Individual,Automatic,1
Swift,2005,13.87,19.85,81787,CNG,Dealer,Automatic,2
Fortuner,2018,8.85,11.68,47800,Electric,Dealer,Automatic,0
WagonR,2018,13.11,16.76,140426,CNG,Individual,Automatic,1
Baleno,2011,10.2,21.78,52816,Electric,Individual,Automatic,2
Swift,2024,5.66,13.82,89054,Petrol,Dealer,Manual,1
City,2013,4.39,5.75,119928,Petrol,Dealer,Manual,1
Innova,2011,8.34,10.52,86677,CNG,Individual,Manual,1
Fortuner,2007,9.23,21.56,43296,Petrol,Individual,Manual,0
City,2013,9.67,20.98,8307,Electric,Individual,Manual,2
Ertiga,2006,5.8,7.38,197760,Diesel,Individual,Automatic,2
Swift,2014,16.86,23.6,46579,Petrol,Individual,Automatic,2
City,2014,6.13,7.37,18654,Petrol,Dealer,Automatic,1
Fortuner,2005,4.62,6.68,77377,Diesel,Dealer,Manual,2
Baleno,2020,10.62,18.14,45630,Diesel,Dealer,Automatic,0
i20,2024,4.49,10.45,168874,Diesel,Dealer,Manual,1
i20,2012,7.92,9.97,151368,Electric,Dealer,Manual,2
Swift,2017,5.72,10.88,40319,Electric,Individual,Automatic,2
i20,2020,4.82,7.18,53923,Electric,Individual,Manual,0
Ertiga,2021,5.19,6.41,82508,CNG,Individual,Manual,2
WagonR,2021,9.54,11.34,53636,CNG,Dealer,Automatic,2
City,2007,14.15,17.48,146284,Electric,Dealer,Automatic,1
Baleno,2018,7.66,17.1,33957,Petrol,Dealer,Manual,0
WagonR,2011,2.41,5.36,55231,Electric,Individual,Automatic,0
City,2016,3.42,7.86,193178,Electric,Dealer,Automatic,2
Fortuner,2006,9.51,10.94,199898,CNG,Dealer,Automatic,2
City,2006,8.41,19.15,84666,Petrol,Dealer,Manual,2
WagonR,2017,5.22,7.17,142938,Diesel,Individual,Manual,2
Fortuner,2023,8.17,10.88,125250,Petrol,Dealer,Manual,2
WagonR,2017,6.76,14.1,177368,Electric,Individual,Automatic,2
Fortuner,2015,16.89,21.59,113093,CNG,Dealer,Manual,1
Innova,2022,13.56,23.38,71607,Electric,Individual,Manual,2
Creta,2006,10.05,24.63,161175,CNG,Dealer,Automatic,0
Verna,2011,17.15,21.83,10688,Diesel,Dealer,Manual,1
WagonR,2016,3.75,6.43,74465,Diesel,Dealer,Automatic,1
Baleno,2007,13.36,15.55,154176,CNG,Individual,Manual,1
Verna,2023,14.67,21.03,29999,Petrol,Individual,Manual,0
Baleno,2015,6.48,10.65,118850,Diesel,Dealer,Automatic,0
Creta,2014,9.74,14.54,88706,CNG,Dealer,Manual,0
Baleno,2017,16.75,24.36,161010,Diesel,Individual,Automatic,1
Swift,2009,3.77,5.91,26638,Electric,Individual,Manual,1
Creta,2021,5.84,12.56,187942,Electric,Dealer,Automatic,1
Ertiga,2023,6.57,7.31,166479,Diesel,Dealer,Manual,1
Fortuner,2018,4.5,10.12,155999,Electric,Individual,Automatic,0
Verna,2015,4.36,10.58,176811,Diesel,Individual,Automatic,2
i20,2009,6.34,12.69,66207,Diesel,Dealer,Manual,2
Verna,2006,7.21,8.35,167792,Petrol,Individual,Manual,1
Ertiga,2019,6.75,13.37,91999,Diesel,Dealer,Automatic,2
Swift,2020,12.49,16.71,42053,Electric,Dealer,Automatic,0
Swift,2006,6.56,9.25,187590,Electric,Dealer,Manual,1
Baleno,2013,10.2,17.59,178041,Petrol,Individual,Automatic,0
i20,2017,6.38,14.19,191040,Electric,Dealer,Manual,0
Swift,2021,20.95,24.27,151980,Petrol,Dealer,Automatic,1
i20,2020,4.77,11.65,46157,CNG,Individual,Manual,2
Fortuner,2013,11.03,20.86,169047,Petrol,Individual,Manual,0
Fortuner,2015,10.66,22.74,177210,Diesel,Individual,Manual,2
i20,2009,10.58,12.38,86889,Electric,Dealer,Manual,2
Creta,2009,12.62,15.78,184319,CNG,Dealer,Automatic,0
Ertiga,2023,10.06,23.18,88229,Petrol,Dealer,Automatic,0
Verna,2005,17.47,19.84,113538,Electric,Individual,Manual,0
WagonR,2008,4.6,5.89,11867,CNG,Dealer,Manual,0
Creta,2005,8.61,10.9,185392,Electric,Individual,Manual,1
Swift,2020,6.66,13.42,47935,Electric,Dealer,Automatic,1
Baleno,2012,15.06,19.33,58171,Diesel,Individual,Automatic,2
Swift,2015,13.55,22.07,69692,Electric,Individual,Automatic,2
Swift,2023,11.57,16.06,142686,Petrol,Individual,Automatic,0
Swift,2012,12.85,14.41,108707,Electric,Dealer,Manual,1
Verna,2019,9.25,11.76,84837,Electric,Dealer,Automatic,1
Creta,2024,15.29,23.22,185867,Electric,Individual,Manual,2
Ertiga,2021,4.77,5.49,158471,Diesel,Individual,Automatic,1
City,2019,2.47,3.55,123929,Electric,Dealer,Automatic,1
Innova,2010,8.38,18.8,37386,CNG,Dealer,Automatic,2
Fortuner,2021,9.71,16.47,46916,Petrol,Dealer,Automatic,2
Swift,2009,3.22,6.57,42907,Electric,Individual,Automatic,2
Creta,2019,4.29,9.35,52368,Diesel,Dealer,Automatic,0
Swift,2019,9.37,13.95,135716,Electric,Dealer,Manual,2
WagonR,2020,5.71,12.98,120834,Petrol,Dealer,Automatic,2
Creta,2022,8.93,21.04,59430,Petrol,Individual,Manual,0
Baleno,2006,9.7,17.67,163147,Petrol,Dealer,Automatic,0
WagonR,2010,12.99,17.79,165193,Diesel,Individual,Automatic,0
Fortuner,2007,11.63,19.91,89625,Petrol,Individual,Manual,1
i20,2020,4.95,5.96,187090,Electric,Dealer,Manual,2
Ertiga,2006,4.8,5.4,196293,Petrol,Individual,Automatic,1
WagonR,2024,14.35,21.65,73068,CNG,Dealer,Automatic,2
City,2020,11.65,13.84,52161,CNG,Dealer,Manual,0
City,2005,10.17,13.23,35913,Electric,Individual,Manual,1
City,2016,7.76,15.33,172117,CNG,Individual,Manual,1
Baleno,2014,11.09,14.15,89914,CNG,Individual,Automatic,2
City,2023,13.51,16.55,12632,CNG,Individual,Automatic,1
Innova,2006,8.22,17.2,131221,CNG,Individual,Automatic,2
i20,2006,14.58,21.37,83471,Petrol,Dealer,Automatic,1
i20,2007,19.96,24.33,78520,Electric,Dealer,Automatic,0
i20,2024,4.19,5.57,85814,Petrol,Individual,Automatic,0
Verna,2020,13.96,22.3,102408,Diesel,Individual,Manual,0
Innova,2016,17.36,20.27,57978,Petrol,Individual,Manual,0
Verna,2015,19.52,23.32,197005,CNG,Dealer,Manual,2
Ertiga,2009,4.73,7.51,14582,Petrol,Dealer,Automatic,0
Swift,2024,14.05,22.18,92369,Petrol,Individual,Manual,2
City,2014,9.56,17.05,60009,CNG,Individual,Automatic,1
Swift,2008,4.83,9.0,46286,Petrol,Dealer,Automatic,2
WagonR,2015,7.19,8.96,189642,Diesel,Dealer,Manual,1
Creta,2024,14.07,22.63,146709,Petrol,Individual,Manual,0
WagonR,2017,2.49,4.18,116795,Electric,Individual,Automatic,1
Baleno,2011,15.03,18.68,180864,Electric,Dealer,Manual,2
Innova,2019,3.82,5.14,86367,Electric,Dealer,Manual,0
i20,2024,5.17,8.68,100276,CNG,Individual,Automatic,0
Creta,2007,8.61,13.46,97128,CNG,Individual,Manual,2
i20,2008,9.52,11.93,192242,Petrol,Individual,Automatic,1
Creta,2023,6.31,12.1,167758,Electric,Individual,Manual,1
Fortuner,2011,12.87,20.91,159919,CNG,Dealer,Manual,2
Innova,2007,13.24,19.27,191622,Petrol,Individual,Automatic,2
Fortuner,2008,11.68,21.08,51182,Petrol,Dealer,Automatic,1
Creta,2020,7.65,17.19,21117,Petrol,Dealer,Manual,1
City,2022,6.48,9.41,166368,Diesel,Individual,Automatic,2
i20,2014,17.61,23.21,118961,Petrol,Dealer,Automatic,0
Swift,2014,3.86,4.37,148886,CNG,Dealer,Automatic,0
i20,2012,7.46,12.5,159707,Electric,Individual,Automatic,1
City,2022,4.88,7.65,50458,Electric,Individual,Automatic,0
Swift,2014,11.54,24.94,180653,Petrol,Dealer,Manual,2
Fortuner,2020,7.73,17.47,40592,Electric,Individual,Manual,1
City,2021,7.3,12.33,122976,Diesel,Individual,Manual,2
Verna,2020,16.35,21.63,67062,Electric,Individual,Manual,0
Innova,2023,6.22,13.63,101620,Petrol,Dealer,Automatic,1
Innova,2021,2.1,4.72,164926,Petrol,Individual,Manual,1
Innova,2022,12.62,20.13,127911,CNG,Individual,Automatic,1
Verna,2014,5.76,6.69,187203,CNG,Dealer,Automatic,2
WagonR,2010,13.96,15.6,177050,Petrol,Individual,Automatic,0
WagonR,2009,7.43,14.12,77836,CNG,Individual,Automatic,0
Innova,2008,12.53,16.28,160128,CNG,Dealer,Automatic,2
i20,2012,11.36,13.67,143251,Petrol,Dealer,Manual,1
Creta,2018,14.57,19.95,67376,Diesel,Individual,Manual,2
Innova,2013,8.36,19.62,35407,Electric,Individual,Automatic,1
Innova,2022,6.13,8.14,184178,CNG,Dealer,Automatic,0
i20,2014,13.83,23.4,122655,Petrol,Dealer,Automatic,1
Verna,2024,13.17,23.2,76457,Petrol,Individual,Automatic,1
Ertiga,2012,15.04,19.15,159330,CNG,Dealer,Automatic,2
Baleno,2005,7.23,17.8,22813,Petrol,Individual,Automatic,0
Baleno,2014,3.52,8.54,13923,Petrol,Dealer,Manual,2
WagonR,2008,2.28,4.9,163514,Diesel,Dealer,Manual,1
Verna,2014,9.55,13.27,24848,Electric,Individual,Automatic,0
i20,2007,5.38,9.1,21354,Petrol,Individual,Automatic,0
Creta,2019,3.19,4.53,57604,Electric,Dealer,Manual,2
Innova,2018,3.53,7.8,173647,CNG,Dealer,Manual,0
Swift,2007,12.28,15.57,70692,Electric,Dealer,Manual,0
Fortuner,2017,5.01,8.86,188515,Petrol,Individual,Automatic,1
Swift,2017,14.45,21.57,23376,Electric,Individual,Manual,2
Verna,2022,13.36,23.57,99088,Electric,Dealer,Manual,1
Innova,2022,9.58,21.77,94145,CNG,Dealer,Manual,2
Fortuner,2006,12.04,24.29,178207,Petrol,Individual,Automatic,0
Swift,2019,8.01,19.18,41685,Diesel,Individual,Automatic,0
Innova,2022,11.44,17.15,135989,Petrol,Dealer,Automatic,0
City,2015,12.25,20.33,16223,Electric,Dealer,Manual,0
Innova,2006,13.94,19.18,133160,Petrol,Dealer,Manual,0
Baleno,2010,13.71,16.92,85566,Electric,Dealer,Manual,0
City,2008,7.11,13.94,166383,Electric,Individual,Automatic,1
i20,2008,16.47,24.47,155986,Diesel,Dealer,Manual,1
Creta,2007,4.41,5.66,42024,CNG,Dealer,Automatic,0
WagonR,2023,3.1,3.9,31205,Electric,Dealer,Manual,1
WagonR,2007,2.71,3.14,52032,CNG,Individual,Automatic,2
Innova,2009,4.04,7.54,172726,Electric,Dealer,Manual,2
Baleno,2006,10.48,16.12,193009,CNG,Individual,Automatic,0
Baleno,2022,7.31,8.18,35803,CNG,Dealer,Automatic,2
Creta,2011,4.14,9.08,55782,Electric,Individual,Manual,0
Fortuner,2006,2.27,4.19,100471,CNG,Individual,Automatic,0
Swift,2008,9.41,19.29,145865,Electric,Dealer,Manual,0
i20,2019,9.78,16.04,90451,Diesel,Dealer,Automatic,0
Fortuner,2008,6.86,8.22,113159,Diesel,Dealer,Automatic,2
WagonR,2020,1.98,4.2,119259,Electric,Dealer,Automatic,1
Verna,2009,9.36,13.07,55896,Diesel,Individual,Manual,0
Innova,2023,1.96,4.31,40783,Electric,Individual,Manual,1
WagonR,2012,10.76,22.5,163239,Diesel,Dealer,Manual,1
Innova,2021,9.57,13.76,61739,CNG,Dealer,Automatic,2
WagonR,2012,5.83,8.45,118835,Diesel,Dealer,Automatic,0
Swift,2006,19.46,24.81,197276,Electric,Individual,Automatic,2
Swift,2008,5.72,12.95,68048,Electric,Dealer,Manual,1
Verna,2014,3.37,8.26,28784,Diesel,Individual,Manual,1
i20,2019,12.04,19.98,189322,Electric,Dealer,Manual,1
Verna,2015,9.0,14.68,82749,Diesel,Dealer,Automatic,2
Swift,2006,8.33,14.32,181856,Petrol,Individual,Automatic,1
Ertiga,2024,1.9,3.9,101058,Petrol,Dealer,Manual,1
WagonR,2012,9.51,14.87,175141,Diesel,Dealer,Automatic,1
Baleno,2013,7.58,14.08,115868,CNG,Individual,Automatic,1
Ertiga,2021,9.27,14.59,37167,CNG,Individual,Automatic,2
Fortuner,2007,3.17,7.14,125028,Diesel,Individual,Manual,0
Creta,2010,4.3,9.07,187735,Diesel,Dealer,Automatic,1
Innova,2022,13.47,23.5,129231,Petrol,Individual,Manual,0
Ertiga,2005,18.13,22.18,65903,CNG,Individual,Automatic,2
Ertiga,2015,10.25,13.7,179549,Electric,Individual,Automatic,2
Verna,2009,11.06,22.76,85345,Diesel,Individual,Automatic,1
Creta,2006,3.93,6.26,79549,Diesel,Individual,Manual,0
i20,2009,2.75,6.55,35649,Diesel,Individual,Automatic,1
i20,2010,3.13,7.51,190371,CNG,Dealer,Automatic,1
Swift,2022,13.47,24.46,144891,Electric,Individual,Manual,1
Ertiga,2015,4.33,6.43,198592,CNG,Individual,Automatic,1
Innova,2023,13.5,17.67,153172,CNG,Dealer,Automatic,0
Fortuner,2009,9.93,17.92,35638,Diesel,Individual,Automatic,0
Ertiga,2015,2.09,4.21,173116,Diesel,Individual,Manual,0
Baleno,2007,10.97,14.85,121774,Electric,Dealer,Automatic,1
i20,2024,13.93,16.31,19692,Electric,Dealer,Automatic,1
Verna,2017,6.41,11.2,79619,Electric,Dealer,Manual,2
Verna,2019,15.48,19.31,113949,Diesel,Individual,Automatic,0
Innova,2023,8.14,16.15,42654,CNG,Dealer,Automatic,0
Ertiga,2005,7.29,12.01,76651,Electric,Dealer,Manual,0
Verna,2017,3.95,9.37,133604,CNG,Individual,Automatic,0
Innova,2005,10.84,20.41,45376,Petrol,Individual,Automatic,0
Baleno,2020,11.99,22.95,174026,CNG,Individual,Manual,2
Verna,2016,9.75,15.78,153261,Electric,Dealer,Automatic,2
Swift,2023,1.63,3.39,73036,Diesel,Individual,Automatic,2
Fortuner,2009,5.82,10.86,18864,CNG,Dealer,Automatic,1
Creta,2021,11.21,17.06,25139,Petrol,Dealer,Automatic,1
Baleno,2014,6.68,8.97,187967,CNG,Dealer,Manual,0
Creta,2021,5.57,9.19,132113,Petrol,Dealer,Manual,2
Ertiga,2012,15.05,21.29,151448,Petrol,Individual,Automatic,0
Verna,2008,13.44,21.01,9555,CNG,Dealer,Automatic,2
Verna,2021,9.62,19.8,94665,Petrol,Dealer,Manual,0
Creta,2009,8.39,18.14,85590,Petrol,Individual,Manual,0
Baleno,2005,8.44,20.04,118048,Petrol,Dealer,Automatic,0
Baleno,2013,2.9,3.95,84074,Petrol,Dealer,Manual,0
Verna,2016,3.0,3.64,43156,CNG,Individual,Manual,2
WagonR,2024,3.61,8.32,154483,Petrol,Dealer,Manual,1
Baleno,2010,9.19,22.84,145804,Diesel,Individual,Automatic,2
Creta,2023,6.21,7.07,181560,CNG,Individual,Automatic,0
i20,2021,6.25,8.01,34581,Petrol,Individual,Manual,2
Ertiga,2009,10.47,13.91,99699,Petrol,Dealer,Automatic,1
Verna,2008,8.03,11.47,124785,Electric,Dealer,Automatic,1
Innova,2018,6.06,7.15,23247,CNG,Dealer,Manual,2
Baleno,2020,11.01,17.79,108905,Petrol,Dealer,Automatic,1
Creta,2023,21.14,24.51,199361,Petrol,Individual,Manual,1
Fortuner,2011,7.42,16.09,110981,Electric,Individual,Automatic,2
Fortuner,2017,7.6,10.83,179765,Electric,Individual,Manual,1
Creta,2008,3.69,5.69,133277,Petrol,Dealer,Manual,0
i20,2020,10.6,17.92,51948,Diesel,Individual,Manual,0
Innova,2021,9.96,19.89,127164,Electric,Individual,Automatic,2
Baleno,2022,3.04,3.39,13283,Electric,Individual,Automatic,1
Verna,2019,6.4,13.11,13613,Diesel,Individual,Automatic,0
WagonR,2014,14.66,18.75,132783,Electric,Individual,Automatic,2
WagonR,2010,7.52,14.15,107599,Electric,Individual,Automatic,1
i20,2006,1.68,3.62,16827,CNG,Dealer,Automatic,1
Swift,2008,7.53,12.42,98681,Diesel,Dealer,Manual,2
Verna,2014,6.94,16.04,185352,Petrol,Individual,Manual,0
Fortuner,2022,7.41,10.17,125824,Electric,Individual,Manual,2
Fortuner,2020,9.39,15.94,87972,CNG,Dealer,Automatic,0
i20,2011,8.37,10.39,136797,Diesel,Individual,Automatic,1
Ertiga,2011,11.43,13.93,24744,Diesel,Individual,Automatic,0
WagonR,2014,19.99,24.92,110389,Petrol,Dealer,Automatic,1
City,2007,9.86,15.46,144215,CNG,Dealer,Automatic,2
Fortuner,2014,6.97,12.52,146544,Electric,Individual,Automatic,2
Ertiga,2022,4.98,6.97,9876,Diesel,Individual,Manual,2
WagonR,2019,5.92,8.89,172228,Electric,Dealer,Manual,1
Verna,2019,4.83,6.25,44445,Electric,Individual,Automatic,0
Creta,2011,17.54,21.61,74975,CNG,Dealer,Automatic,0
Verna,2008,3.29,6.3,12262,Electric,Individual,Automatic,1
Verna,2006,3.48,7.44,76489,CNG,Dealer,Manual,2
Baleno,2020,16.77,20.21,19503,CNG,Individual,Manual,1
Creta,2016,10.64,17.78,28673,Diesel,Dealer,Manual,2
Baleno,2023,12.56,23.89,142693,Diesel,Dealer,Automatic,1
City,2023,16.68,19.22,66849,Diesel,Dealer,Manual,0
Swift,2013,10.53,12.67,71664,Electric,Individual,Manual,1
Verna,2022,6.45,12.32,183975,Diesel,Individual,Automatic,2
WagonR,2016,15.23,21.07,10524,Petrol,Dealer,Manual,1
i20,2022,10.08,11.46,172496,Petrol,Dealer,Automatic,1
Verna,2005,19.88,23.02,108016,CNG,Dealer,Manual,1
i20,2011,18.8,21.91,47002,Electric,Dealer,Automatic,0
i20,2020,11.53,13.36,113255,Electric,Dealer,Manual,2
Ertiga,2013,8.63,14.14,97237,CNG,Individual,Manual,0
Fortuner,2010,7.89,16.86,173060,Diesel,Individual,Automatic,2
